srcid,Mode,A1,A2,undecided_voter,A3a,A4_a,A4_b,A4_c,A4_d,A4_e,A5_a,A5_b,A5_c,A5_d,A5_e,A5_f,A5_g,A5_h,B1_a,B1_b,B1_c,B1_d,B4,B5,B6,C1_a,C1_b,C1_c,C1_d,C1_e,C1_f,C1_g,C1_h,C1_i,C3_a,C3_b,C3_c,C3_d,C3_e,C3_f,D1_a,D1_b,D1_c,D1_d,D1_e,D1_f,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E10,E14,p_volunteer,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4A5_agg,opinionated
1378,”1”,2,”1”,FALSE,8,2,2,2,2,2,2,2,2,4,3,3,2,3,2,2,2,2,3,3,4,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,8,2,2,”1”,4,2,1,1,0.333333333,FALSE
1379,”1”,2,”3”,FALSE,2,3,3,2,2,1,2,3,3,5,3,4,4,3,2,2,2,2,2,1,4,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,4,1,4,2,2,2,2,-98,1,1,-98,7,1,1,”1”,4,2,2,2,0.4,FALSE
1380,”1”,2,”3”,FALSE,,3,3,2,1,1,2,2,1,4,2,4,2,1,2,2,2,2,3,3,4,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,”1”,3,1,8,8,0.605555556,TRUE
1381,”1”,2,”1”,FALSE,,3,3,3,2,2,2,2,3,1,3,2,1,2,2,2,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,2,2,1,1,0.416666667,FALSE
1382,”1”,2,”3”,FALSE,,2,2,2,2,2,3,3,3,2,4,3,3,3,2,2,2,1,2,2,4,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,3,3,1,1,0.25,FALSE
1383,”1”,1,”1”,FALSE,7,1,3,3,3,1,2,3,4,3,4,4,4,3,2,2,2,1,2,2,5,1,1,1,1,1,2,1,2,2,1,-99,1,1,1,-99,2,1,3,2,1,3,1,2,2,2,2,1,1,1,4,1,1,”2”,4,1,3,3,0.494444444,FALSE
1384,”1”,4,”3”,FALSE,7,3,2,3,2,2,2,3,4,2,4,4,4,4,2,2,2,2,2,2,5,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,”1”,3,1,4,4,0.388888889,FALSE
1385,”1”,2,”1”,FALSE,7,2,2,2,2,2,2,5,4,3,5,4,4,4,2,2,2,2,4,3,5,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,-99,4,2,2,”2”,3,2,1,1,0.444444444,FALSE
1386,”1”,1,”1”,FALSE,,1,3,2,2,2,2,4,5,2,4,2,5,5,2,2,2,1,3,3,5,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,4,3,2,2,0.594444444,TRUE
1387,”1”,2,”4”,FALSE,7,3,2,3,3,3,4,3,3,2,3,3,3,3,2,2,2,2,4,2,4,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,3,2,”2”,4,2,1,1,0.25,FALSE
1388,”2”,4,”1”,FALSE,5,2,1,1,2,1,3,1,2,4,2,1,4,3,2,2,2,1,2,2,5,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,3,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,”1”,3,3,4,4,0.616666667,TRUE
1389,”1”,2,”2”,FALSE,,1,2,2,2,2,1,3,4,2,5,4,4,4,2,2,2,2,3,3,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,-98,2,2,1,”1”,3,1,1,1,0.511111111,TRUE
1390,”1”,2,”1”,FALSE,6,3,3,3,1,2,4,4,3,4,2,2,2,2,2,2,2,1,4,3,4,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,3,2,3,4,1,2,2,2,2,1,2,2,1,-98,5,3,1,”1”,3,2,1,1,0.455555556,FALSE
1391,”1”,4,”3”,FALSE,,3,2,2,2,2,1,3,4,3,3,2,3,4,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,-99,-99,-99,-99,-99,-99,1,7,4,2,”1”,3,2,3,3,0.333333333,FALSE
1392,”1”,2,”1”,FALSE,7,2,2,3,3,2,2,4,4,3,4,2,4,4,2,2,2,2,3,3,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,2,1,4,4,0.388888889,FALSE
1393,”1”,1,”3”,FALSE,8,3,3,3,2,2,2,4,3,4,3,4,4,2,1,2,1,1,,2,4,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,3,1,3,1,1,1,1,2,2,2,2,2,1,2,1,1,1,”2”,3,1,3,3,0.388888889,FALSE
1394,”2”,4,”96”,FALSE,7,3,3,3,1,1,3,1,2,1,2,3,2,4,2,2,1,1,2,1,4,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,5,2,1,”2”,3,3,1,1,0.55,TRUE
1395,”1”,2,”1”,FALSE,10,2,2,2,1,1,2,3,3,3,3,1,2,2,2,2,2,1,3,1,4,1,1,1,1,-98,-98,1,1,1,1,1,2,1,1,1,4,3,3,3,2,3,1,2,2,2,2,2,1,-98,1,1,2,”1”,2,1,2,2,0.466666667,FALSE
1396,”1”,2,”1”,FALSE,,2,3,2,3,2,3,3,2,4,4,2,3,2,2,2,1,1,1,1,5,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,4,2,4,1,2,1,1,2,2,2,2,2,1,2,1,3,1,”2”,2,1,3,3,0.333333333,FALSE
1397,”1”,2,”3”,FALSE,5,3,2,1,3,3,2,3,2,4,2,3,2,1,2,2,2,1,3,2,4,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3,4,3,3,3,3,2,1,-98,-98,2,2,1,2,1,3,2,”2”,2,1,2,2,0.455555556,FALSE
1398,”1”,2,”2”,FALSE,8,2,3,2,2,2,2,2,4,3,4,1,1,4,2,2,2,2,3,2,4,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,”1”,3,2,1,1,0.444444444,FALSE
1399,”1”,4,”3”,FALSE,6,4,3,2,2,2,2,2,3,4,1,3,2,2,2,2,2,2,-98,2,4,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,3,2,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2,”1”,2,2,2,2,0.455555556,FALSE
1400,”1”,2,”1”,FALSE,6,2,3,2,1,1,3,2,3,4,3,1,4,2,2,2,2,1,2,1,4,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,2,2,2,2,0.494444444,FALSE
1401,”1”,2,”2”,FALSE,,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,1,3,2,”1”,2,2,2,2,0.194444444,FALSE
1402,”1”,2,”-98”,TRUE,8,3,1,1,1,1,2,3,3,4,3,4,3,3,2,2,2,1,2,1,5,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,3,1,3,2,1,1,1,2,2,2,2,2,2,2,1,2,1,”2”,2,1,2,2,0.544444444,TRUE
1403,”1”,2,”8”,FALSE,6,3,2,2,1,1,3,3,4,2,3,2,1,3,2,2,1,1,3,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,3,4,3,2,2,2,1,2,1,2,2,2,2,1,-99,1,”1”,1,3,1,1,0.466666667,FALSE
1404,”1”,2,”1”,FALSE,7,2,3,3,2,3,4,4,4,4,4,2,4,2,2,2,2,1,2,2,5,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,3,3,1,3,2,1,2,2,2,2,2,2,1,-98,1,2,2,”2”,4,3,4,4,0.416666667,FALSE
1405,”1”,4,”4”,FALSE,7,3,2,2,1,2,2,2,4,3,3,4,2,2,2,2,2,2,3,2,4,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,”2”,4,2,2,2,0.427777778,FALSE
1406,”1”,4,”4”,FALSE,7,3,3,3,1,1,2,4,4,4,4,5,3,3,2,2,1,1,3,2,5,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,”1”,1,1,3,3,0.522222222,TRUE
1407,”1”,4,”1”,FALSE,5,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,3,3,4,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,”1”,1,2,3,3,0.194444444,FALSE
1408,”1”,2,”-99”,FALSE,6,3,3,2,2,3,2,2,3,4,3,2,3,2,2,2,2,1,2,1,5,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,4,2,2,”2”,3,1,1,1,0.333333333,FALSE
1409,”1”,5,”4”,FALSE,8,4,4,3,3,3,4,2,2,5,2,4,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,3,2,4,4,2,2,1,2,2,2,2,2,2,2,2,1,2,”2”,3,3,3,3,0.633333333,TRUE
1410,”1”,2,”6”,FALSE,7,2,2,2,2,2,2,3,4,3,4,2,3,3,2,2,2,1,2,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,2,4,3,1,2,1,2,2,2,1,2,1,3,1,”1”,2,1,3,3,0.305555556,FALSE
1411,”1”,4,”4”,FALSE,7,3,2,2,2,1,3,2,3,4,2,4,1,2,2,2,2,1,3,2,4,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,4,2,1,”2”,3,2,2,2,0.455555556,FALSE
1412,”1”,4,”5”,FALSE,,3,2,3,2,2,4,3,2,4,4,5,3,2,2,2,1,1,3,2,4,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,”1”,2,1,3,3,0.388888889,FALSE
1413,”1”,2,”4”,FALSE,,2,2,2,1,1,3,2,3,4,4,3,4,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,4,2,3,2,2,1,1,2,2,2,2,2,2,2,1,2,1,”1”,3,2,2,2,0.466666667,FALSE
1414,”1”,2,”3”,FALSE,9,2,2,1,1,2,2,4,4,4,4,3,3,4,2,2,2,2,3,2,5,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,7,1,2,”2”,3,1,2,2,0.494444444,FALSE
1415,”2”,1,”1”,FALSE,8,2,2,2,3,2,2,2,4,3,3,1,3,3,2,2,2,2,3,3,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,3,1,3,2,3,2,2,2,2,2,2,1,1,2,4,2,1,”1”,3,3,4,4,0.361111111,FALSE
1416,”1”,2,”3”,FALSE,,2,1,2,2,2,2,5,4,3,4,4,3,4,2,2,2,2,3,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,4,3,2,3,4,2,1,2,2,2,2,2,2,1,1,2,”1”,1,3,2,2,0.455555556,FALSE
1417,”1”,4,”3”,FALSE,7,3,3,3,2,2,3,4,4,4,4,4,3,4,2,2,2,1,-98,2,4,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,”2”,4,2,3,3,0.361111111,FALSE
1418,”1”,4,”3”,FALSE,,3,2,3,2,2,2,4,3,4,2,4,1,2,2,2,2,1,3,2,5,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,3,3,1,1,2,2,2,2,2,1,2,-98,8,2,2,”1”,4,1,1,1,0.416666667,FALSE
1419,”1”,4,”-98”,TRUE,5,4,3,4,4,3,2,2,1,4,1,3,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,1,3,5,5,0.672222222,TRUE
1420,”1”,2,”1”,FALSE,8,2,1,2,3,1,3,3,3,2,3,3,3,3,2,2,2,1,3,3,5,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,4,3,1,1,1,1,2,2,2,2,2,1,2,4,2,2,”2”,1,2,1,1,0.355555556,FALSE
1421,”1”,4,”3”,FALSE,5,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,4,3,4,3,3,1,2,2,2,2,2,1,2,1,2,2,”1”,3,2,5,5,0.388888889,FALSE
1422,”1”,4,”3”,FALSE,,3,2,2,2,2,2,2,2,4,4,2,4,3,2,2,2,2,2,1,5,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,3,1,1,1,0.388888889,FALSE
1423,”1”,2,”3”,FALSE,5,3,2,1,1,1,1,1,3,3,3,3,3,2,2,2,2,1,2,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,4,3,4,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,2,1,5,5,0.533333333,TRUE
1424,”1”,2,”1”,FALSE,,1,1,1,1,1,2,3,4,2,3,2,4,4,2,2,2,2,3,3,5,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,2,1,1,1,0.694444444,TRUE
1425,”1”,2,”3”,FALSE,,3,2,2,2,2,2,2,3,3,3,2,1,2,2,2,2,2,3,3,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,1,”1”,2,2,3,3,0.361111111,FALSE
1426,”1”,2,”3”,FALSE,2,2,2,2,2,2,3,2,4,3,3,1,2,3,2,2,1,1,3,2,4,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,-98,1,1,2,”2”,3,1,2,2,0.333333333,FALSE
1427,”1”,2,”3”,FALSE,6,2,2,2,1,2,2,4,2,4,4,2,4,4,2,2,2,1,3,2,4,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,7,2,2,”1”,4,1,1,1,0.483333333,FALSE
1428,”1”,2,”4”,FALSE,9,3,2,1,3,2,4,4,2,4,2,2,2,4,2,2,2,-98,2,2,5,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,”2”,1,1,2,2,0.483333333,FALSE
1429,”1”,2,”6”,FALSE,7,1,3,3,2,2,2,4,4,2,4,2,4,4,2,2,2,2,2,2,4,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,3,3,2,1,1,2,2,2,2,2,1,2,1,2,1,”1”,2,1,3,3,0.483333333,FALSE
1430,”1”,2,”3”,FALSE,,4,3,3,3,2,2,4,1,5,4,3,1,2,1,2,1,2,,3,5,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,3,1,4,1,5,2,2,2,2,1,2,2,2,4,3,1,”2”,2,,1,1,0.538888889,TRUE
1431,”1”,1,”1”,FALSE,9,1,3,1,2,3,2,2,3,2,4,1,2,4,2,2,2,1,3,2,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,4,4,1,”2”,4,,1,1,0.577777778,TRUE
1432,”1”,4,”4”,FALSE,3,4,4,4,3,3,2,5,1,5,2,4,5,1,2,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,3,4,3,4,1,2,2,2,2,2,1,2,1,3,2,”1”,1,1,1,1,0.755555556,TRUE
1433,”1”,5,”3”,FALSE,0,1,1,1,1,1,2,3,3,3,3,4,3,2,2,2,2,1,1,1,5,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,3,1,2,2,2,2,2,2,2,1,2,2,”1”,3,2,5,5,0.638888889,TRUE
1434,”1”,2,”4”,FALSE,5,3,2,2,2,1,3,4,4,3,4,4,4,2,2,2,2,1,2,1,5,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,4,3,3,2,2,2,1,2,2,2,2,2,2,2,1,1,1,”2”,2,1,2,2,0.427777778,FALSE
1435,”1”,4,”11”,FALSE,7,3,3,4,2,3,3,2,3,4,3,2,2,2,2,2,2,1,2,2,4,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”1”,3,2,3,3,0.4,FALSE
1436,”1”,2,”-99”,FALSE,8,2,2,2,2,2,2,3,4,2,4,4,3,4,2,2,2,2,3,3,4,1,1,1,1,1,-99,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,”2”,2,1,3,3,0.361111111,FALSE
1437,”1”,1,”3”,FALSE,,2,2,2,2,2,2,4,5,2,4,4,4,4,2,2,2,2,3,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,3,3,0.472222222,FALSE
1438,”1”,2,”1”,FALSE,7,3,3,2,2,1,3,2,2,5,2,5,4,3,2,2,2,1,2,1,5,1,1,1,-98,-98,-98,1,-98,-98,1,1,1,1,1,2,3,3,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,3,1,5,5,0.483333333,FALSE
1439,”1”,2,”3”,FALSE,,2,2,2,2,1,1,4,4,2,5,4,3,4,2,2,2,1,2,1,5,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,2,2,2,2,2,2,1,7,2,2,”1”,2,1,1,1,0.511111111,TRUE
1440,”2”,2,”11”,FALSE,,3,3,3,2,2,3,2,1,4,2,4,2,1,2,2,2,2,4,3,4,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”1”,3,2,1,1,0.444444444,FALSE
1441,”1”,2,”3”,FALSE,8,2,2,2,2,2,2,3,4,2,4,2,2,3,2,2,2,1,3,2,5,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,4,2,2,”2”,4,2,2,2,0.361111111,FALSE
1442,”1”,2,”1”,FALSE,7,1,1,1,1,1,3,3,4,3,4,3,4,3,2,2,2,1,3,2,5,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,3,2,”2”,3,3,5,5,0.611111111,TRUE
1443,”1”,4,”3”,FALSE,8,3,3,3,2,2,3,4,4,4,4,1,2,4,2,2,1,2,1,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,6,3,1,”1”,2,2,1,1,0.416666667,FALSE
1444,”1”,2,”3”,FALSE,5,2,3,3,3,2,2,3,2,3,3,2,3,2,2,2,2,1,2,2,4,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,3,3,3,3,2,3,2,2,1,2,2,2,1,-98,1,2,2,”2”,1,3,3,3,0.305555556,FALSE
1445,”1”,2,”3”,FALSE,8,2,2,2,1,2,2,3,3,3,3,-98,2,3,2,2,1,2,3,2,5,-98,1,1,1,-98,-98,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,-98,7,1,1,”2”,4,1,3,3,3.122222222,FALSE
1446,”1”,2,”4”,FALSE,,3,2,2,1,1,3,3,2,5,3,2,3,2,2,2,2,1,2,1,5,1,1,1,-99,-99,-99,-99,1,1,1,2,2,2,1,1,4,4,2,3,3,2,1,2,2,2,2,2,2,2,1,1,2,”2”,,1,8,8,0.466666667,FALSE
1447,”1”,2,”3”,FALSE,7,3,2,1,2,2,2,3,3,3,4,3,4,3,2,2,2,1,2,1,5,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,”1”,2,1,2,2,0.344444444,FALSE
1448,”1”,4,”3”,FALSE,5,2,1,1,1,1,3,2,3,3,4,3,3,2,2,2,2,1,2,1,5,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,4,2,1,”2”,4,,3,3,0.544444444,TRUE
1449,”1”,5,”3”,FALSE,5,3,2,3,2,2,2,3,2,1,1,5,3,2,2,2,2,2,3,3,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,3,2,2,1,1,2,2,2,2,2,1,2,1,1,2,”1”,,1,8,8,0.472222222,FALSE
1450,”1”,4,”-98”,TRUE,,3,2,3,2,2,4,3,3,4,3,2,4,2,2,2,2,2,2,2,4,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”1”,2,1,8,8,0.333333333,FALSE
1451,”1”,1,”1”,FALSE,8,1,1,1,1,1,2,4,4,2,4,2,4,4,2,2,2,1,4,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,4,2,2,”1”,4,3,4,4,0.777777778,TRUE
1452,”1”,2,”4”,FALSE,,3,3,3,2,2,2,3,3,3,3,4,3,2,2,2,1,2,3,3,4,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,4,2,1,”2”,3,1,1,1,0.277777778,FALSE
1453,”1”,5,”-99”,FALSE,,4,2,3,2,2,2,3,1,5,3,4,1,3,2,2,2,2,3,4,1,-98,2,2,-98,2,-98,2,2,-98,1,2,1,2,2,1,1,1,2,3,1,1,2,2,2,2,1,2,2,2,4,4,2,”1”,3,3,4,4,0.511111111,TRUE
1454,”1”,2,”1”,FALSE,8,2,2,3,2,2,1,2,3,3,4,4,4,3,2,2,2,2,3,3,4,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,”1”,2,1,3,3,0.361111111,FALSE
1455,”1”,2,”-98”,TRUE,5,3,3,3,3,3,2,2,2,4,3,2,3,2,2,2,2,1,1,1,5,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,4,4,3,3,3,1,2,2,2,2,2,1,2,1,7,4,1,”2”,4,1,4,4,0.361111111,FALSE
1456,”1”,3,”4”,FALSE,5,2,2,2,2,1,3,2,2,4,3,4,2,2,2,2,2,1,2,2,5,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,3,3,3,3,2,2,2,1,2,2,2,2,2,2,1,1,2,”1”,1,3,8,8,0.4,FALSE
1457,”1”,2,”3”,FALSE,,2,2,3,2,2,4,2,3,4,2,2,2,2,2,2,2,1,3,2,4,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,”2”,2,2,1,1,0.388888889,FALSE
1458,”1”,2,”3”,FALSE,6,3,3,3,2,2,4,2,3,4,4,4,3,3,2,2,2,2,3,2,5,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,”2”,1,1,2,2,0.333333333,FALSE
1459,”1”,2,”4”,FALSE,9,3,1,1,1,1,1,4,4,2,3,4,2,3,2,2,2,1,3,2,5,-98,1,1,1,1,2,-98,1,-98,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,4,1,1,”2”,4,1,5,5,0.655555556,TRUE
1460,”1”,2,”1”,FALSE,6,3,3,3,3,3,4,4,4,4,4,2,2,4,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,”2”,1,1,2,2,0.416666667,FALSE
1461,”1”,1,”1”,FALSE,5,2,2,2,2,2,2,4,4,2,3,4,4,4,1,2,2,2,,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,1,2,2,1,1,2,2,2,2,2,1,1,-98,1,1,1,”2”,4,1,5,5,0.416666667,FALSE
1462,”1”,2,”-98”,TRUE,7,1,2,2,1,1,3,4,4,2,4,2,3,4,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,”1”,2,1,4,4,0.561111111,TRUE
1463,”1”,2,”4”,FALSE,6,3,2,2,1,1,2,3,3,3,3,4,4,3,2,2,2,1,3,2,5,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,”1”,2,1,2,2,0.411111111,FALSE
1464,”1”,2,”1”,FALSE,,2,2,1,2,1,3,4,4,2,4,3,4,4,2,2,2,1,3,2,5,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,3,3,3,2,1,2,2,2,2,2,2,2,1,1,2,”1”,1,1,2,2,0.494444444,FALSE
1465,”1”,1,”1”,FALSE,5,1,2,1,2,1,2,2,3,4,4,1,3,2,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,1,1,2,2,2,2,2,2,2,1,3,2,”1”,2,1,2,2,0.616666667,TRUE
1466,”1”,4,”5”,FALSE,4,3,4,3,3,3,3,3,3,3,3,4,2,3,2,2,2,2,4,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,2,1,2,1,2,1,2,2,1,-98,5,4,1,”1”,3,1,3,3,0.316666667,FALSE
1467,”1”,2,”3”,FALSE,8,2,2,2,2,2,3,3,3,4,3,2,4,3,2,2,2,1,2,2,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,”2”,2,2,2,2,0.277777778,FALSE
1468,”1”,2,”1”,FALSE,7,1,2,1,2,1,2,4,4,3,4,3,3,3,2,2,2,1,2,1,5,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,3,2,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,”2”,2,1,5,5,0.505555556,TRUE
1469,”1”,4,”32”,FALSE,,3,3,3,3,3,4,2,2,4,4,2,2,3,2,2,2,2,3,2,5,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,1,1,4,4,0.388888889,FALSE
